Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,Fold,Shift,Shift Intensity,DR,Accuracy
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.025,fog,0.025,0.023148148148148147,0.5185185185185185
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.05,fog,0.05,0.020833333333333332,0.5509259259259259
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.07500000000000001,fog,0.07500000000000001,0.020833333333333332,0.5092592592592593
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.1,fog,0.1,0.013888888888888888,0.5578703703703703
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.125,fog,0.125,0.02546296296296296,0.5277777777777778
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.15000000000000002,fog,0.15000000000000002,0.016203703703703703,0.5486111111111112
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.17500000000000002,fog,0.17500000000000002,0.020833333333333332,0.5115740740740741
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.2,fog,0.2,0.020833333333333332,0.5254629629629629
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.225,fog,0.225,0.020833333333333332,0.5277777777777778
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.25,fog,0.25,0.018518518518518517,0.5115740740740741
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.275,fog,0.275,0.018518518518518517,0.5092592592592593
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.30000000000000004,fog,0.30000000000000004,0.016203703703703703,0.5370370370370371
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.325,fog,0.325,0.011574074074074073,0.49537037037037035
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.35000000000000003,fog,0.35000000000000003,0.004629629629629629,0.5532407407407407
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.375,fog,0.375,0.011574074074074073,0.5277777777777778
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.4,fog,0.4,0.011574074074074073,0.5486111111111112
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.42500000000000004,fog,0.42500000000000004,0.020833333333333332,0.5
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.45,fog,0.45,0.011574074074074073,0.5092592592592593
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.47500000000000003,fog,0.47500000000000003,0.020833333333333332,0.5254629629629629
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,fog_0.5,fog,0.5,0.013888888888888888,0.5254629629629629
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,noise_0.025,noise,0.025,0.02546296296296296,0.6666666666666666
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,noise_0.05,noise,0.05,0.023148148148148147,0.6620370370370371
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,noise_0.07500000000000001,noise,0.07500000000000001,0.023148148148148147,0.6550925925925926
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,noise_0.1,noise,0.1,0.023148148148148147,0.6481481481481481
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,noise_0.125,noise,0.125,0.018518518518518517,0.6203703703703703
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,noise_0.15000000000000002,noise,0.15000000000000002,0.016203703703703703,0.6087962962962963
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,noise_0.17500000000000002,noise,0.17500000000000002,0.016203703703703703,0.5810185185185185
OfficeHome,GradNorm,id_quantile,Clipart,ind_val,noise_0.2,noise,0.2,0.016203703703703703,0.5509259259259259
