Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,Fold,Shift,Shift Intensity,DR,Accuracy
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.025,contrast,0.025,0.042067307692307696,0.9118589743589743
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.05,contrast,0.05,0.03926282051282051,0.9106570512820513
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.07500000000000001,contrast,0.07500000000000001,0.03766025641025641,0.9106570512820513
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.1,contrast,0.1,0.03685897435897436,0.9066506410256411
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.125,contrast,0.125,0.03685897435897436,0.8950320512820513
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.15000000000000002,contrast,0.15000000000000002,0.035256410256410256,0.8802083333333334
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.17500000000000002,contrast,0.17500000000000002,0.035256410256410256,0.8549679487179487
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.2,contrast,0.2,0.036458333333333336,0.8177083333333334
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.225,contrast,0.225,0.03565705128205128,0.7768429487179487
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.25,contrast,0.25,0.03445512820512821,0.7403846153846154
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.275,contrast,0.275,0.036458333333333336,0.6983173076923077
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.30000000000000004,contrast,0.30000000000000004,0.03766025641025641,0.657051282051282
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.325,contrast,0.325,0.03766025641025641,0.6173878205128205
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.35000000000000003,contrast,0.35000000000000003,0.03886217948717949,0.6181891025641025
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.375,contrast,0.375,0.04006410256410257,0.6382211538461539
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.4,contrast,0.4,0.04246794871794872,0.6578525641025641
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.42500000000000004,contrast,0.42500000000000004,0.041666666666666664,0.6798878205128205
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.45,contrast,0.45,0.04567307692307692,0.7063301282051282
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.47500000000000003,contrast,0.47500000000000003,0.04447115384615385,0.7275641025641025
NICO,kNN,id_quantile,outdoor,ind_val,contrast_0.5,contrast,0.5,0.04607371794871795,0.7495993589743589
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.025,smear,0.025,0.02564102564102564,0.8990384615384616
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.05,smear,0.05,0.024839743589743588,0.9014423076923077
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.07500000000000001,smear,0.07500000000000001,0.024839743589743588,0.8990384615384616
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.1,smear,0.1,0.023237179487179488,0.8982371794871795
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.125,smear,0.125,0.023237179487179488,0.8950320512820513
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.15000000000000002,smear,0.15000000000000002,0.021634615384615384,0.8790064102564102
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.17500000000000002,smear,0.17500000000000002,0.02403846153846154,0.8886217948717948
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.2,smear,0.2,0.022435897435897436,0.8822115384615384
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.225,smear,0.225,0.019230769230769232,0.875
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.25,smear,0.25,0.020032051282051284,0.8653846153846154
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.275,smear,0.275,0.022435897435897436,0.8525641025641025
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.30000000000000004,smear,0.30000000000000004,0.02403846153846154,0.8477564102564102
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.325,smear,0.325,0.022435897435897436,0.8325320512820513
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.35000000000000003,smear,0.35000000000000003,0.020833333333333332,0.8165064102564102
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.375,smear,0.375,0.022435897435897436,0.8108974358974359
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.4,smear,0.4,0.01842948717948718,0.7972756410256411
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.42500000000000004,smear,0.42500000000000004,0.022435897435897436,0.7692307692307693
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.45,smear,0.45,0.022435897435897436,0.7524038461538461
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.47500000000000003,smear,0.47500000000000003,0.02403846153846154,0.7307692307692307
NICO,kNN,id_quantile,outdoor,ind_val,smear_0.5,smear,0.5,0.020833333333333332,0.7147435897435898
NICO,kNN,id_quantile,outdoor,ind_val,brightness_0.025,brightness,0.025,0.04807692307692308,0.9038461538461539
NICO,kNN,id_quantile,outdoor,ind_val,brightness_0.05,brightness,0.05,0.04807692307692308,0.90625
NICO,kNN,id_quantile,outdoor,ind_val,brightness_0.07500000000000001,brightness,0.07500000000000001,0.04807692307692308,0.90625
