,Tree,t,Risk Estimate,True Risk,E[f(x)=y],E[f(x)=y]_zero_ood,Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set,Model,heldout_shift_type
0,Base Tree,350.5,2694.928820563153,2726.7343358395988,0.662306750727352,0.4590822539043271,0.657092731829574,0.4518546365914787,0.0,0.35817626638618355,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.35817626638618355,0.0337828528468627,kNN,0.0,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,2346.339921268123,2447.0822055137846,0.6638411655149578,0.4587859669928038,0.657092731829574,0.4518546365914787,0.0,0.35817626638618355,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.35817626638618355,0.03354185486676769,kNN,0.0,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,2730.86219462328,2743.245614035088,0.6564160336683148,0.43059167278922705,0.6543859649122807,0.4653383458646616,0.14724310776942356,0.3980077584305951,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.2980077584305951,0.03770557786574852,kNN,0.1,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,2350.3343957413726,2509.8556390977446,0.6581724217204092,0.43031377340241056,0.6543859649122807,0.4653383458646616,0.14724310776942356,0.3980077584305951,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.2980077584305951,0.037607929996946204,kNN,0.1,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,2684.3139404018775,2769.2355889724313,0.6640468950160857,0.4674984995860112,0.650125313283208,0.45822055137844614,0.23624060150375942,0.34640986465645046,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.14640986465645045,0.030890815607604066,kNN,0.2,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,2345.1599355598546,2513.2496240601504,0.6655157379039413,0.4671967809170665,0.650125313283208,0.45822055137844614,0.23624060150375942,0.34640986465645046,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.14640986465645045,0.03107669363740831,kNN,0.2,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,2684.7626915802243,2914.9323308270677,0.6639733292491435,0.46714269715494,0.6262406015037594,0.4575187969924812,0.34962406015037595,0.3469072971814432,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.07198966505284755,0.04653961659013071,kNN,0.30000000000000004,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,2345.209820247102,2483.498746867168,0.6654449442330411,0.46684120811718344,0.6262406015037594,0.4575187969924812,0.34962406015037595,0.3469072971814432,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.07198966505284755,0.047513407406969035,kNN,0.30000000000000004,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,2678.7719486953374,2872.7368421052633,0.664955418246666,0.4718925919412179,0.6331578947368421,0.4706015037593985,0.46799498746867163,0.34026666757732643,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.08230076501921814,0.042701888836428246,kNN,0.4,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,2344.543869159697,2393.9709273182957,0.6663900262756184,0.4715880373707724,0.6331578947368421,0.4706015037593985,0.46799498746867163,0.34026666757732643,0.7152777777777779,0.5673868312757202,0.6759259259259259,0.5365997942386831,0.5625,0.08230076501921814,0.043403254071051486,kNN,0.4,brightness_0.025,brightness,vit,brightness
