,Tree,t,Risk Estimate,True Risk,E[f(x)=y],E[f(x)=y]_zero_ood,Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set,Model,heldout_shift_type
0,Base Tree,350.5,1121.478683060308,863.1002506265664,0.9202493962196217,0.846973853165611,0.9626065162907268,0.1918295739348371,0.0,0.09944760915809799,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.09944760915809799,0.04235712007110516,kNN,0.0,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,1175.5821926870353,1066.5558897243106,0.9293099653375239,0.8557384925556875,0.9626065162907268,0.1918295739348371,0.0,0.09944760915809799,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.09944760915809799,0.03331251682120549,kNN,0.0,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,1154.1157869954084,784.9774436090225,0.9148990513122282,0.8222682150248912,0.9754135338345865,0.16365914786967417,0.12478696741854636,0.12571609597353423,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.0321505875103382,0.060514482522358325,kNN,0.1,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,1216.5818042835956,969.9649122807018,0.9159341743140796,0.8240367884546242,0.9754135338345865,0.16365914786967417,0.12478696741854636,0.12571609597353423,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.0321505875103382,0.05947935952050668,kNN,0.1,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,1141.7626574146238,818.4586466165414,0.9169241545221928,0.8316192882676388,0.9699248120300752,0.1874436090225564,0.18390977443609022,0.11577348519019126,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.08422651480980878,0.05300065750788236,kNN,0.2,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,1228.680191158441,1009.8365914786967,0.9138739307827192,0.8302725358473055,0.9699248120300752,0.1874436090225564,0.18390977443609022,0.11577348519019126,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.08422651480980878,0.05605088124735593,kNN,0.2,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,1174.3900093608627,832.0651629072681,0.9115754083014979,0.8069210321884045,0.9676942355889725,0.14852130325814536,0.30395989974937343,0.14203412296389448,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.1579658770361056,0.056118827287474506,kNN,0.30000000000000004,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,1256.5393007077348,988.1884711779448,0.9082513562354654,0.8039722770453716,0.9676942355889725,0.14852130325814536,0.30395989974937343,0.14203412296389448,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.1579658770361056,0.059442879353507,kNN,0.30000000000000004,brightness_0.025,brightness,vit,brightness
0,Base Tree,350.5,1131.8941834822792,942.9047619047619,0.9185419371340526,0.8390895266337157,0.9495238095238095,0.16120300751879701,0.4151378446115288,0.10783068861437517,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.29216931138562485,0.04176946657914606,kNN,0.4,brightness_0.025,brightness,vit,brightness
1,Detector Tree,350.5,1170.408384712052,1093.707769423559,0.9260467711379061,0.8461117663151971,0.9495238095238095,0.16120300751879701,0.4151378446115288,0.10783068861437517,0.9405048076923077,0.7368255876068376,0.96875,0.5190638354700855,0.8143028846153846,0.29216931138562485,0.037552404024707386,kNN,0.4,brightness_0.025,brightness,vit,brightness
